Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Ragi,2008,Kharif     ,Madhya Pradesh,444,138,895,63509.76,39.96,0.224
Rapeseed &Mustard,2008,Rabi       ,Madhya Pradesh,756292,798644,895,108180007.7,68066.28,0.796458333
Rice,2008,Kharif     ,Madhya Pradesh,1706557,1571103,895,244105913.3,153590.13,0.911020408
Safflower,2008,Rabi       ,Madhya Pradesh,260,57,895,37190.4,23.4,0.227142857
Sannhamp,2008,Kharif     ,Madhya Pradesh,4427,1508,895,633238.08,398.43,0.370454545
Sesamum,2008,Whole Year ,Madhya Pradesh,243804,101422,895,34873724.16,21942.36,0.4182
Small millets,2008,Whole Year ,Madhya Pradesh,295734,83744,895,42301791.36,26616.06,0.287777778
Soyabean,2008,Kharif     ,Madhya Pradesh,5281337,5915097,895,755442444.5,475320.33,0.978163265
Sugarcane,2008,Whole Year ,Madhya Pradesh,53704,2381030,895,7681820.16,4833.36,31.97541667
Sunflower,2008,Kharif     ,Madhya Pradesh,395,174,895,56500.8,35.55,0.358461538
Sweet potato,2008,Whole Year ,Madhya Pradesh,3584,20770,895,512655.36,322.56,5.977446809
Tobacco,2008,Whole Year ,Madhya Pradesh,229,92,895,32756.16,20.61,0.52
Turmeric,2008,Whole Year ,Madhya Pradesh,657,582,895,93977.28,59.13,0.978965517
Urad,2008,Kharif     ,Madhya Pradesh,514530,194838,895,73598371.2,46307.7,0.3522
Urad,2008,Rabi       ,Madhya Pradesh,5998,2028,895,857953.92,539.82,0.226470588
Wheat,2008,Rabi       ,Madhya Pradesh,3997666,7272210,895,571826144.6,359789.94,1.764
Arhar/Tur,2008,Kharif     ,Maharashtra,1008500,605000,1052.8,144255840,90765,0.5575
Bajra,2008,Kharif     ,Maharashtra,865400,661900,1052.8,123786816,77886,0.642727273
Castor seed,2008,Kharif     ,Maharashtra,10800,2700,1052.8,1544832,972,0.254
Cotton(lint),2008,Kharif     ,Maharashtra,3146000,4752300,1052.8,450003840,283140,1.516296296
Gram,2008,Rabi       ,Maharashtra,1143300,773900,1052.8,163537632,102897,0.66483871
Groundnut,2008,Kharif     ,Maharashtra,253600,257500,1052.8,36274944,22824,0.7352
Groundnut,2008,Summer     ,Maharashtra,63600,94000,1052.8,9097344,5724,1.39483871
Jowar,2008,Kharif     ,Maharashtra,847300,984800,1052.8,121197792,76257,1.185384615
Jowar,2008,Rabi       ,Maharashtra,3223900,2367200,1052.8,461146656,290151,0.8396
Linseed,2008,Rabi       ,Maharashtra,38200,7900,1052.8,5464128,3438,0.263333333
Maize,2008,Kharif     ,Maharashtra,550100,1323000,1052.8,78686304,49509,1.992222222
Maize,2008,Rabi       ,Maharashtra,85900,206700,1052.8,12287136,7731,2.3832
Maize,2008,Summer     ,Maharashtra,9500,14500,1052.8,1358880,855,1.381
Moong(Green Gram),2008,Kharif     ,Maharashtra,426600,106000,1052.8,61020864,38394,0.391818182
Niger seed,2008,Kharif     ,Maharashtra,38000,10300,1052.8,5435520,3420,0.446666667
Other  Rabi pulses,2008,Rabi       ,Maharashtra,102100,40500,1052.8,14604384,9189,0.41
Other Kharif pulses,2008,Kharif     ,Maharashtra,88000,27900,1052.8,12587520,7920,0.323548387
Ragi,2008,Kharif     ,Maharashtra,125500,125000,1052.8,17951520,11295,0.921666667
Rapeseed &Mustard,2008,Rabi       ,Maharashtra,6200,2100,1052.8,886848,558,0.426190476
Rice,2008,Kharif     ,Maharashtra,1499500,2234300,1052.8,214488480,134955,1.170740741
Rice,2008,Summer     ,Maharashtra,22000,53200,1052.8,3146880,1980,2.421111111
Safflower,2008,Rabi       ,Maharashtra,185700,105200,1052.8,26562528,16713,0.5495
Sesamum,2008,Kharif     ,Maharashtra,54100,13600,1052.8,7738464,4869,0.47125
Sesamum,2008,Rabi       ,Maharashtra,1700,700,1052.8,243168,153,0.643333333
Small millets,2008,Kharif     ,Maharashtra,68300,34100,1052.8,9769632,6147,0.457586207
Small millets,2008,Rabi       ,Maharashtra,5100,2700,1052.8,729504,459,0.618
Soyabean,2008,Kharif     ,Maharashtra,3063200,1839900,1052.8,438160128,275688,0.890714286
Sugarcane,2008,Whole Year ,Maharashtra,768400,60648300,1052.8,109911936,69156,65.53407407
Sunflower,2008,Kharif     ,Maharashtra,110800,58000,1052.8,15848832,9972,0.565714286
Sunflower,2008,Rabi       ,Maharashtra,146900,91800,1052.8,21012576,13221,0.647083333
Sunflower,2008,Summer     ,Maharashtra,5800,5400,1052.8,829632,522,1.05
Urad,2008,Kharif     ,Maharashtra,323900,99900,1052.8,46330656,29151,0.461515152
Wheat,2008,Rabi       ,Maharashtra,1021800,1516400,1052.8,146158272,91962,1.431666667
Arhar/Tur,2008,Kharif     ,Manipur,525,587,1134.8,75096,47.25,1.135555556
Banana,2008,Whole Year ,Manipur,4991,64424,1134.8,713912.64,449.19,12.91
Cowpea(Lobia),2008,Kharif     ,Manipur,948,1019,1134.8,135601.92,85.32,1.128888889
Dry chillies,2008,Whole Year ,Manipur,7962,59169,1134.8,1138884.48,716.58,7.482222222
Ginger,2008,Kharif     ,Manipur,2098,24794,1134.8,300097.92,188.82,11.79555556
Gram,2008,Rabi       ,Manipur,548,457,1134.8,78385.92,49.32,0.845555556
Groundnut,2008,Kharif     ,Manipur,3217,2341,1134.8,460159.68,289.53,0.73
Maize,2008,Kharif     ,Manipur,17980,32250,1134.8,2571859.2,1618.2,1.724444444
Maize,2008,Rabi       ,Manipur,2250,3130,1134.8,321840,202.5,1.467777778
Masoor,2008,Rabi       ,Manipur,455,377,1134.8,65083.2,40.95,0.836666667
Moong(Green Gram),2008,Kharif     ,Manipur,431,474,1134.8,61650.24,38.79,1.133333333
Other  Rabi pulses,2008,Rabi       ,Manipur,4805,3910,1134.8,687307.2,432.45,0.83
Other Kharif pulses,2008,Kharif     ,Manipur,1309,1463,1134.8,187239.36,117.81,1.134444444
Peas & beans (Pulses),2008,Rabi       ,Manipur,15492,12869,1134.8,2215975.68,1394.28,0.842222222
Potato,2008,Whole Year ,Manipur,13000,108000,1134.8,1859520,1170,8.165555556
Rapeseed &Mustard,2008,Rabi       ,Manipur,26000,20000,1134.8,3719040,2340,0.78
Rice,2008,Kharif     ,Manipur,210990,518250,1134.8,30180009.6,18989.1,2.134444444
Soyabean,2008,Kharif     ,Manipur,4983,3809,1134.8,712768.32,448.47,0.743333333
Sugarcane,2008,Whole Year ,Manipur,5150,298000,1134.8,736656,463.5,59.26444444
Turmeric,2008,Whole Year ,Manipur,834,9884,1134.8,119295.36,75.06,11.77666667
Urad,2008,Kharif     ,Manipur,1487,1609,1134.8,212700.48,133.83,1.135555556
Wheat,2008,Rabi       ,Manipur,2050,5120,1134.8,293232,184.5,2.495
Arhar/Tur,2008,Kharif     ,Nagaland,3160,3030,1540.9,452006.4,284.4,0.951818182
Cardamom,2008,Kharif     ,Nagaland,800,150,1540.9,114432,72,0.35875
Cotton(lint),2008,Kharif     ,Nagaland,110,60,1540.9,15734.4,9.9,0.53
Dry chillies,2008,Kharif     ,Nagaland,2500,3130,1540.9,357600,225,1.258181818
Ginger,2008,Kharif     ,Nagaland,4400,41520,1540.9,629376,396,9.490909091
Gram,2008,Rabi       ,Nagaland,250,200,1540.9,35760,22.5,0.855
Groundnut,2008,Kharif     ,Nagaland,740,740,1540.9,105849.6,66.6,0.964
Jowar,2008,Kharif     ,Nagaland,140,130,1540.9,20025.6,12.6,0.874
Jute,2008,Kharif     ,Nagaland,2500,4520,1540.9,357600,225,1.916
Linseed,2008,Rabi       ,Nagaland,5670,4360,1540.9,811036.8,510.3,0.739090909
Maize,2008,Kharif     ,Nagaland,63200,113760,1540.9,9040128,5688,1.802727273
Maize,2008,Rabi       ,Nagaland,1200,2160,1540.9,171648,108,1.91
Masoor,2008,Rabi       ,Nagaland,1260,880,1540.9,180230.4,113.4,0.705
Moong(Green Gram),2008,Kharif     ,Nagaland,400,250,1540.9,57216,36,0.5625
Other  Rabi pulses,2008,Rabi       ,Nagaland,1120,710,1540.9,160204.8,100.8,0.623333333
Other Kharif pulses,2008,Kharif     ,Nagaland,1400,1260,1540.9,200256,126,0.878181818
Peas & beans (Pulses),2008,Kharif     ,Nagaland,2140,2990,1540.9,306105.6,192.6,1.39
Peas & beans (Pulses),2008,Rabi       ,Nagaland,6420,8860,1540.9,918316.8,577.8,1.356363636
Potato,2008,Kharif     ,Nagaland,2910,35790,1540.9,416246.4,261.9,12.38272727
Potato,2008,Rabi       ,Nagaland,2700,33350,1540.9,386208,243,12.29
Rapeseed &Mustard,2008,Rabi       ,Nagaland,26620,26620,1540.9,3807724.8,2395.8,0.995454545
Rice,2008,Kharif     ,Nagaland,173100,345090,1540.9,24760224,15579,1.964545455
Sesamum,2008,Kharif     ,Nagaland,4800,2880,1540.9,686592,432,0.575454545
Small millets,2008,Kharif     ,Nagaland,11920,11340,1540.9,1705036.8,1072.8,0.943333333
Soyabean,2008,Kharif     ,Nagaland,24470,36680,1540.9,3500188.8,2202.3,1.511818182
Sugarcane,2008,Kharif     ,Nagaland,4320,185760,1540.9,617932.8,388.8,43.01454545
Sunflower,2008,Kharif     ,Nagaland,300,240,1540.9,42912,27,0.797
Tapioca,2008,Kharif     ,Nagaland,1600,36880,1540.9,228864,144,23.06
Turmeric,2008,Kharif     ,Nagaland,800,3600,1540.9,114432,72,4.312727273
Urad,2008,Rabi       ,Nagaland,260,180,1540.9,37190.4,23.4,0.714
Wheat,2008,Rabi       ,Nagaland,1380,2070,1540.9,197395.2,124.2,1.502222222
Arhar/Tur,2008,Kharif     ,Punjab,5900,5700,691.3,843936,531,0.965
Bajra,2008,Kharif     ,Punjab,5000,5000,691.3,715200,450,1
Barley,2008,Rabi       ,Punjab,16000,55000,691.3,2288640,1440,3.4
Cotton(lint),2008,Kharif     ,Punjab,527000,2285000,691.3,75382080,47430,4.371818182
Gram,2008,Rabi       ,Punjab,2900,3400,691.3,414816,261,1.1375
Groundnut,2008,Kharif     ,Punjab,2700,2500,691.3,386208,243,0.876666667
Guar seed,2008,Kharif     ,Punjab,27900,22200,691.3,3990816,2511,0.985
Jowar,2008,Kharif     ,Punjab,100,100,691.3,14304,9,1
Linseed,2008,Rabi       ,Punjab,100,100,691.3,14304,9,1
Maize,2008,Kharif     ,Punjab,151000,514000,691.3,21599040,13590,3.419230769
Masoor,2008,Rabi       ,Punjab,1100,600,691.3,157344,99,0.693333333
Moong(Green Gram),2008,Kharif     ,Punjab,8900,7900,691.3,1273056,801,0.900769231
Peas & beans (Pulses),2008,Rabi       ,Punjab,2000,2300,691.3,286080,180,0.964285714
Rapeseed &Mustard,2008,Rabi       ,Punjab,27000,33000,691.3,3862080,2430,1.16125
Rice,2008,Kharif     ,Punjab,2735000,11000000,691.3,391214400,246150,3.9855
Sesamum,2008,Kharif     ,Punjab,8300,2800,691.3,1187232,747,0.2775
Urad,2008,Kharif     ,Punjab,2900,1400,691.3,414816,261,0.491428571
Wheat,2008,Rabi       ,Punjab,3466000,15733000,691.3,495776640,311940,4.5035
Arhar/Tur,2008,Kharif     ,Tripura,988,719,1827.8,141323.52,88.92,0.7325
Cotton(lint),2008,Kharif     ,Tripura,969,1424,1827.8,138605.76,87.21,1.435
Gram,2008,Rabi       ,Tripura,91,88,1827.8,13016.64,8.19,1.02
Groundnut,2008,Kharif     ,Tripura,291,312,1827.8,41624.64,26.19,1.1325
Groundnut,2008,Rabi       ,Tripura,195,228,1827.8,27892.8,17.55,1.1825
Jute,2008,Kharif     ,Tripura,450,3665,1827.8,64368,40.5,8.0625
Maize,2008,Kharif     ,Tripura,2093,2046,1827.8,299382.72,188.37,0.99
Masoor,2008,Rabi       ,Tripura,352,268,1827.8,50350.08,31.68,0.82
Mesta,2008,Kharif     ,Tripura,637,5026,1827.8,91116.48,57.33,7.905
Moong(Green Gram),2008,Kharif     ,Tripura,389,204,1827.8,55642.56,35.01,0.52
Moong(Green Gram),2008,Rabi       ,Tripura,218,135,1827.8,31182.72,19.62,0.635
Other  Rabi pulses,2008,Rabi       ,Tripura,933,843,1827.8,133456.32,83.97,0.86
Other Kharif pulses,2008,Kharif     ,Tripura,1174,743,1827.8,167928.96,105.66,0.65
Peas & beans (Pulses),2008,Rabi       ,Tripura,599,494,1827.8,85680.96,53.91,0.8675
Rapeseed &Mustard,2008,Rabi       ,Tripura,1588,1190,1827.8,227147.52,142.92,0.735
Rice,2008,Kharif     ,Tripura,242966,627175,1827.8,34753856.64,21866.94,2.525
Sesamum,2008,Kharif     ,Tripura,1392,780,1827.8,199111.68,125.28,0.5575
Sugarcane,2008,Whole Year ,Tripura,972,51695,1827.8,139034.88,87.48,54.9975
Urad,2008,Kharif     ,Tripura,716,462,1827.8,102416.64,64.44,0.645
Urad,2008,Rabi       ,Tripura,336,227,1827.8,48061.44,30.24,0.6425
Wheat,2008,Rabi       ,Tripura,635,1195,1827.8,90830.4,57.15,1.905
Arhar/Tur,2008,Kharif     ,Uttar Pradesh,314785,287720,891.6,45026846.4,28330.65,0.893913043
Bajra,2008,Kharif     ,Uttar Pradesh,809300,1302073,891.6,115762272,72837,1.471290323
Banana,2008,Summer     ,Uttar Pradesh,1991,75867,891.6,284792.64,179.19,38.08033333
Barley,2008,Rabi       ,Uttar Pradesh,171861,376048,891.6,24582997.44,15467.49,2.203285714
Coriander,2008,Rabi       ,Uttar Pradesh,5662,3380,891.6,809892.48,509.58,0.610793651
Cotton(lint),2008,Kharif     ,Uttar Pradesh,3556,781,891.6,508650.24,320.04,0.231111111
Dry chillies,2008,Kharif     ,Uttar Pradesh,14918,14873,891.6,2133870.72,1342.62,0.998970588
Garlic,2008,Rabi       ,Uttar Pradesh,33421,196850,891.6,4780539.84,3007.89,5.909104478
Gram,2008,Rabi       ,Uttar Pradesh,554434,561508,891.6,79306239.36,49899.06,1.073188406
Groundnut,2008,Kharif     ,Uttar Pradesh,94534,67482,891.6,13522143.36,8508.06,0.74627451
Guar seed,2008,Kharif     ,Uttar Pradesh,2460,2066,891.6,351878.4,221.4,0.8445
Jowar,2008,Kharif     ,Uttar Pradesh,192564,195473,891.6,27544354.56,17330.76,1.08362069
Linseed,2008,Rabi       ,Uttar Pradesh,30961,13932,891.6,4428661.44,2786.49,0.443333333
Maize,2008,Kharif     ,Uttar Pradesh,769793,1151245,891.6,110111190.7,69281.37,1.366764706
Maize,2008,Rabi       ,Uttar Pradesh,3617,9495,891.6,517375.68,325.53,2.646086957
Maize,2008,Summer     ,Uttar Pradesh,25472,38106,891.6,3643514.88,2292.48,1.505862069
Masoor,2008,Rabi       ,Uttar Pradesh,520736,459705,891.6,74486077.44,46866.24,0.861014493
Moong(Green Gram),2008,Kharif     ,Uttar Pradesh,30518,11286,891.6,4365294.72,2746.62,0.382
Moong(Green Gram),2008,Summer     ,Uttar Pradesh,33674,25174,891.6,4816728.96,3030.66,0.727460317
Onion,2008,Rabi       ,Uttar Pradesh,10161,119110,891.6,1453429.44,914.49,11.71728571
Peas & beans (Pulses),2008,Rabi       ,Uttar Pradesh,351030,423753,891.6,50211331.2,31592.7,1.223043478
Potato,2008,Rabi       ,Uttar Pradesh,527347,10809926,891.6,75431714.88,47461.23,18.97342857
Rapeseed &Mustard,2008,Rabi       ,Uttar Pradesh,656347,736849,891.6,93883874.88,59071.23,0.983857143
Rice,2008,Kharif     ,Uttar Pradesh,6011761,13051365,891.6,859922293.4,541058.49,2.124428571
Rice,2008,Summer     ,Uttar Pradesh,21621,45666,891.6,3092667.84,1945.89,2.095
Sannhamp,2008,Kharif     ,Uttar Pradesh,2889,925,891.6,413242.56,260.01,0.391875
Sesamum,2008,Kharif     ,Uttar Pradesh,192438,31736,891.6,27526331.52,17319.42,0.16016129
Small millets,2008,Kharif     ,Uttar Pradesh,13581,8384,891.6,1942626.24,1222.29,0.622142857
Soyabean,2008,Kharif     ,Uttar Pradesh,10599,9104,891.6,1516080.96,953.91,0.838181818
Sugarcane,2008,Kharif     ,Uttar Pradesh,2084179,109047670,891.6,298120964.2,187576.11,47.59257143
Sunflower,2008,Summer     ,Uttar Pradesh,9106,16995,891.6,1302522.24,819.54,1.915384615
Sweet potato,2008,Kharif     ,Uttar Pradesh,18376,225694,891.6,2628503.04,1653.84,12.27537313
Tobacco,2008,Rabi       ,Uttar Pradesh,22573,134309,891.6,3228841.92,2031.57,5.309230769
Tobacco,2008,Summer     ,Uttar Pradesh,546,1240,891.6,78099.84,49.14,2.23875
Urad,2008,Kharif     ,Uttar Pradesh,362921,195349,891.6,51912219.84,32662.89,0.550289855
Urad,2008,Summer     ,Uttar Pradesh,53715,33405,891.6,7683393.6,4834.35,0.661694915
Wheat,2008,Rabi       ,Uttar Pradesh,9513039,28554178,891.6,1360745099,856173.51,2.959857143
Arhar/Tur,2008,Kharif     ,Uttarakhand,2383,1710,1363.7,340864.32,214.47,0.72
Bajra,2008,Kharif     ,Uttarakhand,20,19,1363.7,2860.8,1.8,0.95
Barley,2008,Rabi       ,Uttarakhand,22596,19351,1363.7,3232131.84,2033.64,0.982307692
Garlic,2008,Whole Year ,Uttarakhand,2972,27121,1363.7,425114.88,267.48,5.802727273
Gram,2008,Rabi       ,Uttarakhand,683,326,1363.7,97696.32,61.47,0.31
Groundnut,2008,Kharif     ,Uttarakhand,1355,1795,1363.7,193819.2,121.95,1.043333333
Horse-gram,2008,Kharif     ,Uttarakhand,9531,7419,1363.7,1363314.24,857.79,0.749090909
Maize,2008,Kharif     ,Uttarakhand,26780,36287,1363.7,3830611.2,2410.2,1.197692308
Maize,2008,Summer     ,Uttarakhand,92,150,1363.7,13159.68,8.28,1.53
Masoor,2008,Rabi       ,Uttarakhand,10987,3992,1363.7,1571580.48,988.83,0.385384615
Moong(Green Gram),2008,Kharif     ,Uttarakhand,56,25,1363.7,8010.24,5.04,0.403333333
Moth,2008,Kharif     ,Uttarakhand,343,120,1363.7,49062.72,30.87,0.35
Onion,2008,Whole Year ,Uttarakhand,1869,7920,1363.7,267341.76,168.21,5.134615385
Other  Rabi pulses,2008,Rabi       ,Uttarakhand,201,90,1363.7,28751.04,18.09,0.3625
Other Cereals,2008,Kharif     ,Uttarakhand,70562,83401,1363.7,10093188.48,6350.58,1.101818182
Other Cereals,2008,Rabi       ,Uttarakhand,998,789,1363.7,142753.92,89.82,0.822
Other Kharif pulses,2008,Kharif     ,Uttarakhand,11120,8532,1363.7,1590604.8,1000.8,1.674615385
Peas & beans (Pulses),2008,Rabi       ,Uttarakhand,3516,1504,1363.7,502928.64,316.44,0.373076923
Potato,2008,Kharif     ,Uttarakhand,7723,72666,1363.7,1104697.92,695.07,10.52181818
Potato,2008,Rabi       ,Uttarakhand,6266,67396,1363.7,896288.64,563.94,9.419230769
Ragi,2008,Kharif     ,Uttarakhand,120707,173627,1363.7,17265929.28,10863.63,1.525454545
Rapeseed &Mustard,2008,Rabi       ,Uttarakhand,12051,7906,1363.7,1723775.04,1084.59,0.44
Rice,2008,Kharif     ,Uttarakhand,275711,528524,1363.7,39437701.44,24813.99,1.627692308
Rice,2008,Summer     ,Uttarakhand,12654,39797,1363.7,1810028.16,1138.86,3.1
Sesamum,2008,Kharif     ,Uttarakhand,2228,478,1363.7,318693.12,200.52,0.2125
Soyabean,2008,Kharif     ,Uttarakhand,8328,10133,1363.7,1191237.12,749.52,1.042307692
Sugarcane,2008,Whole Year ,Uttarakhand,107907,5683369,1363.7,15435017.28,9711.63,54.82
Sunflower,2008,Kharif     ,Uttarakhand,37,35,1363.7,5292.48,3.33,0.95
Tobacco,2008,Whole Year ,Uttarakhand,11,39,1363.7,1573.44,0.99,3.4
Turmeric,2008,Whole Year ,Uttarakhand,215,433,1363.7,30753.6,19.35,2.056666667
Urad,2008,Kharif     ,Uttarakhand,12152,8916,1363.7,1738222.08,1093.68,0.662307692
Urad,2008,Summer     ,Uttarakhand,203,129,1363.7,29037.12,18.27,0.76
Wheat,2008,Rabi       ,Uttarakhand,379081,770934,1363.7,54223746.24,34117.29,1.491538462
other oilseeds,2008,Kharif     ,Uttarakhand,420,215,1363.7,60076.8,37.8,0.625
other oilseeds,2008,Rabi       ,Uttarakhand,853,634,1363.7,122013.12,76.77,0.7
Arhar/Tur,2008,Rabi       ,Jammu and Kashmir,22,12,1390.1,3146.88,1.98,0.55
Barley,2008,Rabi       ,Jammu and Kashmir,9747,4724,1390.1,1394210.88,877.23,0.585
Garlic,2008,Rabi       ,Jammu and Kashmir,604,516,1390.1,86396.16,54.36,0.825555556
Gram,2008,Rabi       ,Jammu and Kashmir,284,155,1390.1,40623.36,25.56,0.545
Linseed,2008,Rabi       ,Jammu and Kashmir,126,97,1390.1,18023.04,11.34,0.782
Masoor,2008,Rabi       ,Jammu and Kashmir,81,38,1390.1,11586.24,7.29,0.496666667
Onion,2008,Rabi       ,Jammu and Kashmir,383,932,1390.1,54784.32,34.47,2.4475
Other  Rabi pulses,2008,Rabi       ,Jammu and Kashmir,351,147,1390.1,50207.04,31.59,0.456666667
Peas & beans (Pulses),2008,Rabi       ,Jammu and Kashmir,1109,1116,1390.1,158631.36,99.81,0.893846154
Potato,2008,Rabi       ,Jammu and Kashmir,934,9338,1390.1,133599.36,84.06,16.446
Rapeseed &Mustard,2008,Rabi       ,Jammu and Kashmir,56623,50525,1390.1,8099353.92,5096.07,1.023684211
Urad,2008,Rabi       ,Jammu and Kashmir,11,5,1390.1,1573.44,0.99,0.44
Wheat,2008,Rabi       ,Jammu and Kashmir,274022,492140,1390.1,39196106.88,24661.98,1.435714286
other oilseeds,2008,Rabi       ,Jammu and Kashmir,18,10,1390.1,2574.72,1.62,0.545
Arhar/Tur,2008,Rabi       ,Jharkhand,16995.84,24337,1295.2,2431084.954,1529.6256,1.465
Arhar/Tur,2008,Winter     ,Jharkhand,899.14,1439,1295.2,128612.9856,80.9226,1.132
Gram,2008,Rabi       ,Jharkhand,17036.59,12398,1295.2,2436913.834,1533.2931,0.793913043
Maize,2008,Autumn     ,Jharkhand,72914.37,77225,1295.2,10429671.48,6562.2933,1.074166667
Onion,2008,Rabi       ,Jharkhand,3049.28,15459,1295.2,436169.0112,274.4352,4.964347826
Potato,2008,Rabi       ,Jharkhand,16032.93,107587,1295.2,2293350.307,1442.9637,5.73375
Potato,2008,Winter     ,Jharkhand,21288.72,138075,1295.2,3045138.509,1915.9848,6.666190476
Ragi,2008,Autumn     ,Jharkhand,29768.73,27189,1295.2,4258119.139,2679.1857,0.812857143
Rapeseed &Mustard,2008,Rabi       ,Jharkhand,10308.78,6530,1295.2,1474567.891,927.7902,0.76625
Rice,2008,Autumn     ,Jharkhand,188422.33,162674,1295.2,26951930.08,16958.0097,0.868695652
Rice,2008,Winter     ,Jharkhand,1008437.16,1333906,1295.2,144246851.4,90759.3444,1.39125
Sugarcane,2008,Whole Year ,Jharkhand,729.31,18446,1295.2,104320.5024,65.6379,27.25142857
Wheat,2008,Rabi       ,Jharkhand,58602.34,79871,1295.2,8382478.714,5274.2106,1.43625
Arhar/Tur,2009,Kharif     ,Bihar,27032,36586,889.3,4212126.24,4595.44,1.448108108
Bajra,2009,Kharif     ,Bihar,2951,3279,889.3,459824.82,501.67,1.101
Barley,2009,Rabi       ,Bihar,10967,12421,889.3,1708877.94,1864.39,1.281290323
Gram,2009,Rabi       ,Bihar,54703,58340,889.3,8523821.46,9299.51,1.058333333
Horse-gram,2009,Kharif     ,Bihar,10984,10578,889.3,1711526.88,1867.28,0.9665
Jowar,2009,Kharif     ,Bihar,1627,1687,889.3,253519.14,276.59,1.031111111
Jute,2009,Kharif     ,Bihar,125111,1147280,889.3,19494796.02,21268.87,9.361428571
Khesari,2009,Rabi       ,Bihar,78827,81666,889.3,12282823.14,13400.59,1.023684211
Linseed,2009,Rabi       ,Bihar,22702,19206,889.3,3537425.64,3859.34,0.848648649
Maize,2009,Autumn     ,Bihar,234920,401472,889.3,36605234.4,39936.4,1.760526316
Maize,2009,Rabi       ,Bihar,209236,544140,889.3,32603153.52,35570.12,2.516
Maize,2009,Summer     ,Bihar,196547,598834,889.3,30625953.54,33412.99,2.8075
Masoor,2009,Rabi       ,Bihar,178162,159184,889.3,27761202.84,30287.54,0.775789474
Mesta,2009,Kharif     ,Bihar,17215,123701,889.3,2682441.3,2926.55,7.189565217
Moong(Green Gram),2009,Kharif     ,Bihar,8351,5537,889.3,1301252.82,1419.67,0.677058824
Moong(Green Gram),2009,Summer     ,Bihar,149909,64911,889.3,23358820.38,25484.53,0.513055556
Other  Rabi pulses,2009,Rabi       ,Bihar,2579,1924,889.3,401859.78,438.43,0.741111111
Other Kharif pulses,2009,Kharif     ,Bihar,1593,1224,889.3,248221.26,270.81,0.765652174
Peas & beans (Pulses),2009,Rabi       ,Bihar,19936,19953,889.3,3106427.52,3389.12,1
Ragi,2009,Kharif     ,Bihar,10024,8062,889.3,1561939.68,1704.08,0.729230769
Rapeseed &Mustard,2009,Rabi       ,Bihar,89672,91415,889.3,13972691.04,15244.24,1.084210526
Rice,2009,Autumn     ,Bihar,525890,471321,889.3,81944179.8,89401.3,0.905666667
Rice,2009,Summer     ,Bihar,95682,176656,889.3,14909169.24,16265.94,1.492083333
Rice,2009,Winter     ,Bihar,2502458,2992233,889.3,389933005.6,425417.86,1.105526316
Sannhamp,2009,Kharif     ,Bihar,1903,1551,889.3,296525.46,323.51,0.828181818
Small millets,2009,Kharif     ,Bihar,3123,2397,889.3,486625.86,530.91,0.780588235
Sugarcane,2009,Whole Year ,Bihar,72916,3443693,889.3,11361771.12,12395.72,44.66484848
Sunflower,2009,Rabi       ,Bihar,18203,25575,889.3,2836391.46,3094.51,1.394583333
Tobacco,2009,Whole Year ,Bihar,9040,16878,889.3,1408612.8,1536.8,1.897
Urad,2009,Kharif     ,Bihar,20045,19845,889.3,3123411.9,3407.65,0.992058824
Wheat,2009,Rabi       ,Bihar,2116098,4403841,889.3,329730390.4,359736.66,2.076315789
Arhar/Tur,2009,Kharif     ,Chhattisgarh,52999,27610,956.9,8258304.18,9009.83,0.513888889
Bajra,2009,Kharif     ,Chhattisgarh,70,20,956.9,10907.4,11.9,0.208
Bajra,2009,Whole Year ,Chhattisgarh,537,38728,956.9,83675.34,91.29,74.30307692
Barley,2009,Rabi       ,Chhattisgarh,3019,2310,956.9,470420.58,513.23,0.644285714
Castor seed,2009,Kharif     ,Chhattisgarh,64,18,956.9,9972.48,10.88,0.198571429
Coriander,2009,Whole Year ,Chhattisgarh,3146,858,956.9,490209.72,534.82,0.227222222
Cotton(lint),2009,Whole Year ,Chhattisgarh,18,0,956.9,2804.76,3.06,0
Dry chillies,2009,Whole Year ,Chhattisgarh,6084,4251,956.9,948008.88,1034.28,0.645
Garlic,2009,Whole Year ,Chhattisgarh,990,2519,956.9,154261.8,168.3,2.681428571
Ginger,2009,Whole Year ,Chhattisgarh,1780,1780,956.9,277359.6,302.6,0.828
Gram,2009,Rabi       ,Chhattisgarh,263937,230187,956.9,41126663.34,44869.29,0.864117647
Groundnut,2009,Kharif     ,Chhattisgarh,30615,45057,956.9,4770429.3,5204.55,1.33125
Horse-gram,2009,Kharif     ,Chhattisgarh,48893,13571,956.9,7618507.26,8311.81,0.281764706
Horse-gram,2009,Rabi       ,Chhattisgarh,2169,564,956.9,337973.58,368.73,0.248181818
Jowar,2009,Kharif     ,Chhattisgarh,5647,6868,956.9,879915.54,959.99,1.280555556
Jute,2009,Kharif     ,Chhattisgarh,228,0,956.9,35526.96,38.76,0
Khesari,2009,Rabi       ,Chhattisgarh,327479,193190,956.9,51027777.78,55671.43,0.569333333
Linseed,2009,Rabi       ,Chhattisgarh,44808,13001,956.9,6981982.56,7617.36,0.316875
Maize,2009,Kharif     ,Chhattisgarh,101721,145368,956.9,15850166.22,17292.57,1.412777778
